id,timestamp,student_id,grade,date_and_time_of_misbehavior,location_of_misbehavior,documenting_staff_id,documenting_staff,classroom_or_administrative_managed,type_of_misbehavior,narrative_description_of_misbehavior,consequence,reporting_staff_id,reporting_staff,d12_planning_completed,narrative_of_consequence
532,2014-11-26 10:43:00.000000,54,6,2014-10-22 10:51:00.000000,Classroom/Hallway,26,Mr. Alfredo,Administrative,"Classroom Minor Vandalism (CM), Minor Disruptions (CM), Name Calling (CM), Non-compliance/off-task (CM), Fighting (D12), Major Defiances (D12), Major Disruptions (D12), Verbal/Physical Intimidation (D12), Ninja Star",Walked out of class throwing a ninja star,Verbal warning with reminder of positive expectation,107,Ms. Linda,"A, B, C, D",Phone Call home
533,2014-11-26 10:47:00.000000,240,11,2014-10-22 11:41:00.000000,Classroom,26,Mr. Alfredo,Administrative,Non-compliance/off-task (CM),,Verbal warning with reminder of positive expectation,105,Ms. Kurth,"A, B, C, D",
534,2014-11-24 10:08:00.000000,130,8,2014-10-08 10:01:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Name Calling (CM), Recurring teacher managed behavior checked above (D12)",name Calling verbal confrontation vs another student.,Verbal warning with reminder of positive expectation,100,Ms. Harwood,"A, B, C, D",
535,2014-11-25 11:31:00.000000,109,8,2014-10-21 11:06:00.000000,Not Stated in Plan,26,Mr. Alfredo,Administrative,"Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12), Verbal/Physical Intimidation (D12)","Angel, used profanity over a staff he called Ms, B a stupid who** and was confronting another student and was about to fight.","Verbal warning with reminder of positive expectation, Brief 1:1 conference during passing period, Phone call/email/letter home, Conference with family, Nutrition Detention, Lunch Detention, After School Detention, Loss of privileges",76,Ms. Becca,"A, B, C, D",He was suspended out of the soccer team for 3 weeks .
536,2014-11-26 10:30:00.000000,158,12,2014-10-22 14:09:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Name Calling (CM), Non-compliance/off-task (CM), Profanity directed at students (CM)",Arguing with another student,Verbal warning with reminder of positive expectation,105,Ms. Kurth,"A, B, C, D",
537,2014-11-14 11:51:00.000000,103,8,2014-10-03 12:05:00.000000,Classroom,26,Mr. Alfredo,Administrative,Name Calling (CM),"He was called a Hamster.. by another student, then he reply with the F word.",Lunch Detention,100,Ms. Harwood,"A, B, C, D",
538,2014-11-26 11:21:00.000000,118,11,2014-10-31 10:56:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Play fighting (CM), Profanity directed at students (CM)",was talking during lecture and used inappropriate language in class,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D",
539,2014-11-26 11:22:00.000000,118,11,2014-11-11 10:35:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Profanity directed at students (CM)",Inappropriate language to another student,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D",last warning
540,2015-01-05 11:50:00.000000,118,11,2015-01-05 11:15:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)","I was talking then Ms. Tyler said my name like 5 times and then I said out loud : ""Yes that is my name""..","Verbal warning with reminder of positive expectation, Brief 1:1 conference during passing period",127,Ms. Tyler,"A, B, C, D",Enrique is aware that he was talking during lecture and also that he talked back to Ms.Tyler in a smart attitude.
541,2015-01-13 12:05:00.000000,118,11,2015-01-13 11:53:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",Play around pocking other student,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D","Is getting to the point Enrique is being sent here 1 or 2 times a week, We will have to connect with toussaint academy"
542,2015-01-13 15:00:00.000000,104,10,2015-01-13 14:30:00.000000,Classroom,26,Mr. Alfredo,Administrative,Minor Disruptions (CM),Talked to friend during a presentation.,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D","Israel, has never been sent to Support Center this is his first warning."
543,2015-01-05 14:33:00.000000,131,10,2015-01-05 14:15:00.000000,Classroom,26,Mr. Alfredo,Administrative,Minor Disruptions (CM),"I said ""yes"" after Israel put his head up.",Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D",Uly has never been sent to the SSC he has been redirected back to class.
544,2014-11-26 10:51:00.000000,50,9,2014-10-22 09:12:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Major Disruptions (D12)",Being loud and i was laughing  at angel when he got kicked out of class.,"Verbal warning with reminder of positive expectation, Sent to SSC",78,Ms. Tyler,"A, B, C, D",
545,2014-11-26 11:17:00.000000,50,9,2014-10-24 10:03:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Cheating (CM), Minor Disruptions (CM), No Homework (CM), Non-compliance/off-task (CM), Major Disruptions (D12), Verbal/Physical Intimidation (D12)","Taty was caught doing HW from another classroom.
she shutdown and  non complaint  to teacher.","Verbal warning with reminder of positive expectation, Nutrition Detention",78,Ms. Tyler,"A, B, C, D",
546,2014-11-24 09:50:00.000000,50,9,2014-11-17 10:30:00.000000,Classroom/Hallway,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Tardy (CM), Excessive tardiness (D12)",She was mad after Ms. Arely said her name wrong.,Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D",
547,2015-01-13 15:06:00.000000,116,10,2015-01-13 14:30:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)","Mike continuous playing  around and talk with Raquiel, The teacher warned the hole class about any noise or disruption.  I talked to Raquiel after I was warned.","Verbal warning with reminder of positive expectation, Brief 1:1 conference during passing period",127,Ms. Tyler,"A, B, C, D","Conference with Mr Alfredo and Ms, Tyler about what is expected of me during class time."
548,2014-08-06 11:36:00.000000,249,5,2014-08-05 10:53:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Major Defiances (D12), Major Disruptions (D12), No Doing Work",Not listening to Ms. Arely had no work done.,Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D, E",Did work in D12
549,2014-08-07 10:25:00.000000,249,5,2014-08-07 08:34:00.000000,Classroom,26,Mr. Alfredo,Administrative,Major Disruptions (D12),Very disruptive and not allowing teacher to proceed with lecture.,Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D",This is here second and last strike before she looses Physical Education time.
550,2014-11-14 09:25:00.000000,249,6,2014-09-08 09:45:00.000000,Hallway,26,Mr. Alfredo,Administrative,"Name Calling (CM), Profanity directed at students (CM)",Called someone Stupid,,93,Ms. Daley,"A, B, C, D",Last chance before detention is assigned
551,2014-11-14 12:03:00.000000,249,6,2014-10-06 09:45:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Major Defiances (D12), Major Disruptions (D12)","Disrespectful not ready to learn or responsible.
Yelling at classmate across the room during read to self.",Nutrition Detention,93,Ms. Daley,"A, B, C, D",
552,2014-11-24 11:51:00.000000,249,6,2014-10-06 09:45:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",Yelling at Classmates during read to self.,Nutrition Detention,93,Ms. Daley,"A, B, C, D",
553,2014-11-25 09:46:00.000000,249,6,2014-10-06 09:45:00.000000,Classroom,26,Mr. Alfredo,Classroom,Non-compliance/off-task (CM),Non Compliant to teacher orders,Verbal warning with reminder of positive expectation,107,Ms. Linda,"A, B, C, D",
554,2014-11-26 11:19:00.000000,249,6,2014-10-23 00:41:00.000000,Classroom,26,Mr. Alfredo,Classroom,Recurring teacher managed behavior checked above (D12),Talking during reading time,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
555,2014-11-25 11:19:00.000000,206,9,2014-10-10 11:25:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",not listening and threw a pen to somebody and wondered inside the classroom.,"Verbal warning with reminder of positive expectation, Sent to SSC",127,Ms. Tyler,"A, B, C, D",
556,2015-01-05 10:45:00.000000,206,9,2015-01-05 10:05:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",I was talking to a friend during class she asked me a spelling question.,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D","It is the first day of school after our longest break of the year, Robert is aware he did not follow rules and that he kept talking after Mrs. Tyler warned him once.

Robert emphasized that he will listen to the first warning and stay quiet the rest of the period."
557,2014-08-12 08:25:00.000000,271,6,2014-06-24 09:45:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Profanity directed at students (CM), Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)","Walked out of class foul language disrespectful and slam the door,",Loss of privileges,93,Ms. Daley,"A, B, C, D","If student does not make amends he will receive one week of  detention,"
558,2014-08-11 15:27:00.000000,271,6,2014-06-24 13:30:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Major Defiances (D12)",Pulled other kids hoodie,In School Suspension,93,Ms. Daley,"A, B, C, D",Next day In School suspension
559,2014-08-11 14:15:00.000000,147,2,2014-06-25 12:21:00.000000,Classroom,26,Mr. Alfredo,Administrative,Verbal/Physical Intimidation (D12),Said Mother F to another student,"Nutrition Detention, Lunch Detention",116,Ms. Priscilla,"A, B, C, D",Missed Lunch sent to detention
560,2014-11-25 11:24:00.000000,18,9,2014-10-21 14:17:00.000000,Hallway,26,Mr. Alfredo,Administrative,Tardy (CM),She was late to class and was caught with friends in the restroom taking the time of the world to get to class.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",105,Ms. Kurth,"A, B, C, D",
561,2014-08-08 10:53:00.000000,175,5,2014-08-05 10:15:00.000000,Restrooms,26,Mr. Alfredo,Administrative,Major Disruptions (D12),Student was shutting on and off the restroom lights.,Verbal warning with reminder of positive expectation,107,Ms. Linda,"A, B, C, D","Irving is on his last strike, before soccer is taken away."
562,2014-11-26 08:58:00.000000,17,9,2014-10-22 09:10:00.000000,Classroom,26,Mr. Alfredo,Classroom,"Non-compliance/off-task (CM), Tardy (CM), Recurring teacher managed behavior checked above (D12)",Briana Morelos and other girls are not properly using passing period. They are always taking to much time in the restroom using phones and chatting.,Verbal warning with reminder of positive expectation,105,Ms. Kurth,"A, B, C, D",
563,2014-08-08 11:16:00.000000,89,5,2014-08-04 11:31:00.000000,Classroom,26,Mr. Alfredo,Administrative,Non-compliance/off-task (CM),"Talking back to Ms, Arely  when prompted to stay quiet.",Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D",Soccer eligibility is at stake if she continues this attitude
564,2014-11-25 11:22:00.000000,68,9,2014-10-21 14:30:00.000000,Hallway,26,Mr. Alfredo,Administrative,"Recurring teacher managed behavior checked above (D12), Excessive tardiness (D12)",Was late to due to wondering around the hallways after passing period was over.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",148,Ms. Kurth,"A, B, C, D",
565,2014-08-13 11:18:00.000000,273,4,2014-05-16 09:18:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Profanity directed at students (CM), Major Disruptions (D12)",Called other Student retarded.,Verbal warning with reminder of positive expectation,41,Mr. Keiley,"A, B, C, D",Got Sent to D12
566,2014-08-12 08:43:00.000000,92,2,2014-06-08 10:33:00.000000,Not Stated in Plan,26,Mr. Alfredo,Administrative,Fighting (D12),Punched Tristan in the Arm,Suspension,42,Mr. Landers,"A, B, C, D",Got Sent Home.
567,2014-08-11 15:21:00.000000,98,5,2014-06-25 12:05:00.000000,Gym,26,Mr. Alfredo,Administrative,"Profanity directed at students (CM), Major Defiances (D12)",Wrote inappropriate things on student cast.,"Lunch Detention, Called Home",30,Mr.  Nunez,"A, B, C, D",Lunch Detention and Called home
568,2015-01-13 11:58:00.000000,111,9,2015-01-13 11:00:00.000000,Classroom,26,Mr. Alfredo,Classroom,"Minor Disruptions (CM), Non-compliance/off-task (CM)","Redirected a few time, passing notes in class,and cross room talking.","Verbal warning with reminder of positive expectation, Brief 1:1 conference during passing period",127,Ms. Tyler,"A, B, C, D",She admitted to be out of control and she will change her behavior. We also talked about her and friends always wondering around the hallways and using electronics and using the restroom as a hang out place.
569,2014-08-08 11:05:00.000000,168,3,2014-08-04 10:47:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Major Disruptions (D12)",Jaime Roberts was not doing classwork  and then was not complaint with the subs directions.,Verbal warning with reminder of positive expectation,90,Ms. Campos,"A, B, C, D",
570,2014-11-14 11:37:00.000000,37,8,2014-10-03 08:45:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Play fighting (CM), Unauthorized Cell Phone/Electronic Device Use (CM)",Phone Issue during After School Program,Verbal warning with reminder of positive expectation,100,Ms. Harwood,"A, B, C, D",
571,2014-08-11 15:23:00.000000,169,5,2014-06-25 23:58:00.000000,Gym,26,Mr. Alfredo,Administrative,"Profanity directed at students (CM), Major Disruptions (D12)",Wrote bad words on student cast,"Verbal warning with reminder of positive expectation, Called Home",30,Mr.  Nunez,"A, B, C, D",no laptop time and no lunch time
572,2014-11-25 08:49:00.000000,169,6,2014-10-07 14:15:00.000000,Gym,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Play fighting (CM)",Chasing other students wile class supposed to be in line.,,93,Ms. Daley,"A, B, C, D",
573,2014-11-25 08:27:00.000000,187,6,2014-10-07 14:20:00.000000,Gym,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Play fighting (CM), Major Disruptions (D12)",ran after two of my classmates and threw a water bottle at one of them. Supposed to be in line.,Sent to SSC,93,Ms. Daley,"A, B, C, D",
574,2014-11-26 10:36:00.000000,187,6,2014-10-22 09:53:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",He was talking during read to self,Verbal warning with reminder of positive expectation,107,Ms. Linda,"A, B, C, D",warned of a call home to mom
575,2014-11-26 10:25:00.000000,187,6,2014-12-21 09:40:00.000000,Classroom,26,Mr. Alfredo,Administrative,Non-compliance/off-task (CM),I was not being safe disrupting classroom,"Verbal warning with reminder of positive expectation, Sent to SSC",54,Mr. Randal,"A, B, C, D",
576,2015-01-14 11:43:00.000000,172,11,2014-01-14 11:13:00.000000,Classroom,26,Mr. Alfredo,Classroom,Unauthorized Cell Phone/Electronic Device Use (CM),I was sleeping during a film in class also was using my phone.,Verbal warning with reminder of positive expectation,28,Mr. Becknell,"A, B, C, D","Jose, mention he was using his phone just for checking the time, then he did mention that he briefly used it to check other stuff. I has been a long time since Jose was sent to SSC and for that this will be final verbal warning before a plan is made regarding his phone."
577,2014-11-24 09:16:00.000000,176,7,2014-11-21 10:10:00.000000,Soccer Field,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Major Defiances (D12), Verbal/Physical Intimidation (D12)","Alex was warned twice about tackle football, after he was directed to SSC he was still arguing with Staff and questioning her.","Verbal warning with reminder of positive expectation, Lunch Detention",88,Ms. Becca,"A, B, C, D",
578,2014-08-11 13:31:00.000000,52,6,2014-06-23 10:24:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Name Calling (CM), Profanity directed at students (CM)",Said a bad word to another student,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",He will apologize to student and was sent to D12
579,2014-11-24 09:57:00.000000,123,8,2014-11-17 10:17:00.000000,Hallway,26,Mr. Alfredo,Administrative,Non-compliance/off-task (CM),"Devote was not listening to Ms. Becca afters she told him to put the soccer ball away, he continued to bounce and kick the ball after lunch time was over.",Verbal warning with reminder of positive expectation,88,Ms. Becca,"A, B, C, D",
580,2014-08-06 11:31:00.000000,182,5,2014-08-05 12:01:00.000000,Hallway,26,Mr. Alfredo,Administrative,"Major Disruptions (D12), Play fighting",Hitting other students,Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D",
581,2014-08-06 11:08:00.000000,29,5,2014-08-05 11:55:00.000000,Hallway,26,Mr. Alfredo,Classroom,"Major Disruptions (D12), Play fighting",Hitting another student,Verbal warning with reminder of positive expectation,87,Ms. Arely,"A, B, C, D",
582,2015-01-06 11:06:00.000000,78,11,2015-01-06 10:30:00.000000,Learning Commons,26,Mr. Alfredo,Administrative,"Non-compliance/off-task (CM), Profanity directed at students (CM), Unauthorized Cell Phone/Electronic Device Use (CM), Recurring teacher managed behavior checked above (D12), Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)","Briana, was talking she kicked  got kicked out after various warning given by Mr, Finick. After she was asked to leave the room she refused and used profanity indirectly. It took about half the period for her to come in SSC.",Lunch Detention,34,Mr. Fenick,"A, B, C, D",She will serve lunch detention and also warned of notifying coach Jessica if she keeps negative behavior.
583,2014-08-12 08:38:00.000000,78,10,2014-06-20 13:08:00.000000,Classroom/Hallway,26,Mr. Alfredo,Administrative,"Profanity directed at students (CM), Major Defiances (D12), Major Disruptions (D12)",She called Juan the B word as they were walking in to classroom.,Verbal warning with reminder of positive expectation,127,Ms. Tyler,"A, B, C, D",Sent to D12
584,2014-08-08 10:57:00.000000,78,10,2014-08-04 10:55:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)",Non-compliant not doing work just wondering around the hallways and also used profanity against the sub teacher.,"Verbal warning with reminder of positive expectation, Brief 1:1 conference during passing period, Talked to Mr. Wiseman",50,Mr. Ojeda,"A, B, C, D",She is on a last strike before Lunch Detention is given and with the option of In School Suspension if this persists.
585,2014-11-25 11:03:00.000000,78,11,2014-10-02 00:12:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Major Disruptions (D12), throwing things","I was throwing things at a student and yelled at him,",Verbal warning with reminder of positive expectation,118,Ms. Rodriguez,"A, B, C, D",
586,2014-11-24 09:45:00.000000,78,11,2014-10-10 11:34:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Classroom Minor Vandalism (CM), Minor Disruptions (CM), Name Calling (CM), Non-compliance/off-task (CM), Play fighting (CM)",Brianna was trowing books and raised her voice during reading time.,"Verbal warning with reminder of positive expectation, Brief 1:1 conference during passing period",125,Ms. Taylor,"A, B, C, D",
587,2014-11-26 11:15:00.000000,78,11,2014-10-23 10:53:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Play fighting (CM), Fighting (D12), Major Harassment (inl. sexual) (D12), Verbal/Physical Intimidation (D12)",Kick a student in the private area,"Phone call/email/letter home, Lunch Detention",118,Ms. Rodriguez,"A, B, C, D",
588,2014-11-25 08:44:00.000000,78,11,,Classroom,26,Mr. Alfredo,Administrative,"Name Calling (CM), Profanity directed at students (CM), Tardy (CM), Unauthorized Cell Phone/Electronic Device Use (CM), Recurring teacher managed behavior checked above (D12), Major Defiances (D12), Major Disruptions (D12), Repeated Cell phone/electronic device use (D12), Truancy/Ditching (D12)","Cussing not going to class when ask, walking in other classrooms acting as i was taking pictures of others, and talking while MAP testing",Not allowed to play with Club Soccer team,45,Mr. Black,"A, B, C, D",
589,2014-11-26 08:40:00.000000,174,11,2014-10-21 09:47:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Truancy/Ditching (D12)","Came to class late, then asked teacher if i can get my bus pass that was left in the restroom she said no, left any way.","Lunch Detention, negative points for b ball",156,Ms. Rodriguez,"A, B, C, D",
590,2015-01-15 12:00:00.000000,174,11,2015-01-14 11:56:00.000000,Classroom,26,Mr. Alfredo,Classroom,"Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)",Dajour unfortunately used the F word towards Ms. LInda,"Conference with family, Nutrition Detention, Lunch Detention, Loss of privileges, In School Suspension",107,Ms. Linda,"A, B, C, D",He refused to stay in fo in school suspension and also mentioned he will do his will regardeless of who ever says something to him.
591,2014-08-11 13:47:00.000000,190,7,2014-06-18 09:49:00.000000,Classroom,26,Mr. Alfredo,Administrative,Non-compliance/off-task (CM),Was doing his work in class,Verbal warning with reminder of positive expectation,97,Ms. Duran,"A, B, C, D",1/2 day in d12
592,2014-11-14 15:01:00.000000,25,4,2014-10-10 14:25:00.000000,Classroom,26,Mr. Alfredo,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Victor was bouncing a ball in class. When the teacher told him to stop he kept going.,Lunch Detention,66,Mr. Keiley,"A, B, C, D",Victor receive  lunch detention.
593,2014-10-31 09:18:00.000000,249,6,2014-10-16 14:10:00.000000,hallway,26,Mr. Alfredo,Administrative,Non-compliance/off-task (CM),Instead of Shonti going to class she was in the hallway showing students her school pictures.,Verbal warning with reminder of positive expectation,141,Ms. Daley,"A, B, C, D",Shonti was reminded of positive expectation and the important of making it to class on time.
594,2014-11-12 15:20:00.000000,4,2,2014-11-12 14:40:00.000000,Classroom,26,Mr. Alfredo,Administrative,Major Defiances (D12),"Bruno was sent to the SSC for not following Ms.Becca instructions. She wanted him to stop drawing and also put away his drawing. Bruno wouldn't do that, Ms.Becca took Bruno's drawing away from him so Bruno got some more paper and continued to draw some more.",Verbal warning with reminder of positive expectation,137,Ms. Becca,"A, B, C, D",Bruno was reminded of positive expectation and rules inside the classroom. If Bruno continue to not following Ms.Becca instructions loss of privileges will be put in place.
595,2014-09-29 12:40:00.000000,237,8,2014-08-13 09:38:00.000000,Classroom,26,Mr. Alfredo,Administrative,Major Disruptions (D12),"Adriana had her feet on desk, talking while teacher presented power point.",Lunch Detention,136,Ms. Becca,"A, B, C, D",Adriana had lunch detention.
596,2014-03-03 12:27:00.000000,80,4,2014-02-21 10:35:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Foul Language",Called a female student a bitch.,"Verbal warning with reminder of positive expectation, Appology and Reflection",112,Ms. Naechia,"A, B, C, D","He did a cool down by exercise. He then shook hands with the student he cursed and apologized to her. Finally, came up with some ideas to use when trying to cool down."
597,2014-03-12 11:16:00.000000,80,4,2014-03-03 12:22:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Cussing at staff",Continued playing around when told to stop. Sent to D-12 and cussed at Mr. Mo.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home, Nutrition Detention, Lunch Detention",111,Ms. Naechia,"A, B, C, D",Lunch and snack detention along with a phone call home. Wrote an apology to Ms. Noelle.
598,2014-03-12 10:56:00.000000,257,6,2014-03-03 13:45:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Off task in class. Was not taking notes during Math and Science when it was part of the assignment. Does not like taking notes.,"Verbal warning with reminder of positive expectation, Reflection",97,Ms. Duran,"A, B, C, D",Acknowledged that being sent to D-12 made him miss the lesson. Apologized to the teacher.
599,2014-03-03 13:41:00.000000,60,6,2014-01-15 09:20:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","""Borrowed"" another students phone and showed a personal video. The other student got very upset  and it created a scene in the classroom.","Verbal warning with reminder of positive expectation, Reflection",93,Ms. Daley,"A, B, C, D",In D-12 Yesenia reflected about how she would apologize to her classmate. She also sat down for a mediation with the student that was upset with her. Yesenia acknowledged that she should not have betrayed her friend.
600,2014-03-13 09:05:00.000000,140,7,2014-02-28 13:00:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Talking, off task and hit a classmate (female) in the face.","Verbal warning with reminder of positive expectation, Reflection and Apology",109,Ms. Lopez,"A, B, C, D",Apology to classmate for hitting her and an apology to Ms. Lopez for being disruptive. Practice being focused in class to avoid side conversations that cause trouble.
601,2014-03-13 08:56:00.000000,50,8,2014-03-03 09:14:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","She was given lunch detention for excessive talking in class. Ms. Harwood even told her she could earn her lunch back with good behavior but Taty kept telling her ""NO, NO, NO"". Sent to D-12.","Verbal warning with reminder of positive expectation, Reflection",101,Ms. Harwood,"A, B, C, D",Reflected on holding conversations for break/lunch/afterschool along with staying calm when feeling irritated. Apologized to Ms. Harwood for being rude.
602,2014-03-13 08:38:00.000000,199,10,2014-03-03 12:15:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","He needed to use the restroom, teacher said no so he walked out anyway.","Verbal warning with reminder of positive expectation, Reflection and Apologize",118,Ms. Rodriguez,"A, B, C, D","Reflect on staying calm, communicating with teachers clearly and respectfully along with an apology."
603,2014-03-14 15:26:00.000000,275,11,2014-03-04 11:01:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Was writing inappropriate comments on the white board.,"Verbal warning with reminder of positive expectation, Reflection",127,Ms. Tyler,"A, B, C, D",Reflect on being appropriate in class and apologize to Ms. Tyler.
604,2014-03-13 09:30:00.000000,196,8,2014-02-28 13:20:00.000000,Hallways,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Playing and running in the halls on the way to class. Admitted that he had no excuse for acting that way.,"Verbal warning with reminder of positive expectation, Reflection",101,Ms. Harwood,"A, B, C, D",Apologize to Ms. Harwood. Reflect on being a good example on campus.
605,2014-03-03 12:35:00.000000,78,10,2014-02-21 12:04:00.000000,Clossroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Brianna says that she lost her workbook and when she asked for a new one the teacher would not give her one and said it was her fault for losing it. This caused Brianna to get angry and walk out of class.,"Verbal warning with reminder of positive expectation, Cool Down and Reflection",118,Ms. Rodriguez,"A, B, C, D",Reflected on how to handle the situation without getting angry. Made a plan that included the idea of asking how to do the classwork without a workbook.
606,2014-01-27 09:39:00.000000,80,4,2014-01-23 09:43:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),didn't want to do yoga so i put on my shoes and i got very upset,Verbal warning with reminder of positive expectation,139,Ms. Chandra,"A, B, C, D","cool down,sent to D12"
607,2014-01-28 14:52:00.000000,184,2,2014-01-27 10:15:00.000000,Gym,29,Mr. Black,Administrative,Horse playing,wrong time and place to horse play and someone got hurt,Verbal warning with reminder of positive expectation,63,Mr.  Nunez,"A, B, C, D",Sent to D-12 spoke about making better choices
608,2014-02-04 10:26:00.000000,127,6,2014-02-03 14:45:00.000000,Gym,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Slapped a student after he seen the student take a students hat,Verbal warning with reminder of positive expectation,62,Mr. Alfredo,"A, B, C, D","Sent to D-12, spoke about why its not good nor safe to horse play and the effects to what horse play could lead to."
609,2014-03-24 09:07:00.000000,236,5,2014-03-14 11:09:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Playing around, not following directions",Phone call/email/letter home,139,Ms. Chandra,"A, B, C, D",Abraham was sent to d-12 and had a phone call home. (wrong number)
610,2014-03-21 10:58:00.000000,190,7,2014-03-04 13:18:00.000000,Snack time,29,Mr. Black,Administrative,Major Defiances (D12),Jaalam Chavez was still shooting baskets when Ms .Arely asked him to stop.,Verbal warning with reminder of positive expectation,151,Ms. Lopez,"A, B, C, D","Jaalam got sent to D-12, he reflect on the invent and made a plan to get back on track. Within that he apologize for not listening to the TA"
611,2014-03-10 11:09:00.000000,47,4,2014-03-05 09:55:00.000000,Classroom,29,Mr. Black,Administrative,Major Disruptions (D12),Xzavon was in class trying to play around with Luciano. He made a crazy gesture with his face and Mariah thought he was making fun of her,Verbal warning with reminder of positive expectation,152,Ms. Naechia,"A, B, C, D",Xzavon came to D-12 and made a plan with Mr.B to reiterate the classroom expectation of a student.
